[0.000000] (-) TimerEvent: {}
[0.000614] (-) JobUnselected: {'identifier': 'd435i_xarm_setup'}
[0.000704] (-) JobUnselected: {'identifier': 'mbot_demo'}
[0.000746] (-) JobUnselected: {'identifier': 'my_robot_conroller'}
[0.000771] (-) JobUnselected: {'identifier': 'mycobot_bringup'}
[0.000919] (-) JobUnselected: {'identifier': 'mycobot_description'}
[0.000956] (-) JobUnselected: {'identifier': 'mycobot_interfaces'}
[0.000969] (-) JobUnselected: {'identifier': 'mycobot_moveit_config'}
[0.000979] (-) JobUnselected: {'identifier': 'mycobot_moveit_demos'}
[0.000987] (-) JobUnselected: {'identifier': 'mycobot_mtc_demos'}
[0.000995] (-) JobUnselected: {'identifier': 'mycobot_mtc_pick_place_demo'}
[0.001004] (-) JobUnselected: {'identifier': 'mycobot_ros2'}
[0.001012] (-) JobUnselected: {'identifier': 'mycobot_system_tests'}
[0.001021] (-) JobUnselected: {'identifier': 'realsense_gazebo_plugin'}
[0.001030] (-) JobUnselected: {'identifier': 'uf_ros_lib'}
[0.001038] (-) JobUnselected: {'identifier': 'xarm_api'}
[0.001046] (-) JobUnselected: {'identifier': 'xarm_controller'}
[0.001055] (-) JobUnselected: {'identifier': 'xarm_description'}
[0.001063] (-) JobUnselected: {'identifier': 'xarm_gazebo'}
[0.001071] (-) JobUnselected: {'identifier': 'xarm_moveit_config'}
[0.001468] (-) JobUnselected: {'identifier': 'xarm_moveit_servo'}
[0.001513] (-) JobUnselected: {'identifier': 'xarm_msgs'}
[0.001524] (-) JobUnselected: {'identifier': 'xarm_planner'}
[0.001533] (-) JobUnselected: {'identifier': 'xarm_sdk'}
[0.001543] (mycobot_gazebo) JobQueued: {'identifier': 'mycobot_gazebo', 'dependencies': OrderedDict()}
[0.117608] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_CoffeeTable_01/model.config\n'}
[0.117636] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_CoffeeTable_01/model.sdf\n'}
[0.117663] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_CoffeeTable_01/meshes\n'}
[0.117695] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_CoffeeTable_01/meshes/aws_CoffeeTable_01_collision.DAE\n'}
[0.117725] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_CoffeeTable_01/meshes/aws_CoffeeTable_01_visual.DAE\n'}
[0.117753] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_PortraitC_01\n'}
[0.117780] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_PortraitC_01/materials\n'}
[0.117809] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_PortraitC_01/materials/textures\n'}
[0.117834] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_PortraitC_01/materials/textures/aws_PortraitC_02.png\n'}
[0.117861] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_PortraitC_01/materials/textures/PortraitC_01.jpg\n'}
[0.117886] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_PortraitC_01/materials/textures/aws_PortraitC_01.png\n'}
[0.117912] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_PortraitC_01/model.config\n'}
[0.117941] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_PortraitC_01/model.sdf\n'}
[0.117994] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_PortraitC_01/meshes\n'}
[0.118025] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_PortraitC_01/meshes/aws_PortraitC_01_visual.DAE\n'}
[0.118053] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_PortraitC_01/meshes/aws_PortraitC_01_collision.DAE\n'}
[0.118080] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_FitnessEquipment_01\n'}
[0.118108] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_FitnessEquipment_01/materials\n'}
[0.118136] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_FitnessEquipment_01/materials/textures\n'}
[0.118165] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_FitnessEquipment_01/materials/textures/aws_FitnessEquipment_01.png\n'}
[0.118192] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_FitnessEquipment_01/model.config\n'}
[0.118220] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_FitnessEquipment_01/model.sdf\n'}
[0.118248] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_FitnessEquipment_01/meshes\n'}
[0.118276] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_FitnessEquipment_01/meshes/aws_FitnessEquipment_01_visual.DAE\n'}
[0.118305] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_FitnessEquipment_01/meshes/aws_FitnessEquipment_01_collision.DAE\n'}
[0.118456] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_warehouse_ShelfD_01\n'}
[0.118486] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_warehouse_ShelfD_01/materials\n'}
[0.118515] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_warehouse_ShelfD_01/materials/textures\n'}
[0.118543] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_warehouse_ShelfD_01/materials/textures/aws_robomaker_warehouse_ShelfD_04.png\n'}
[0.118572] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_warehouse_ShelfD_01/materials/textures/aws_robomaker_warehouse_ShelfD_02.png\n'}
[0.118599] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_warehouse_ShelfD_01/materials/textures/aws_robomaker_warehouse_ShelfD_01.png\n'}
[0.118628] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_warehouse_ShelfD_01/materials/textures/aws_robomaker_warehouse_ShelfD_03.png\n'}
[0.118960] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_warehouse_ShelfD_01/model.config\n'}
[0.118993] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_warehouse_ShelfD_01/model.sdf\n'}
[0.119022] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_warehouse_ShelfD_01/meshes\n'}
[0.119052] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_warehouse_ShelfD_01/meshes/aws_robomaker_warehouse_ShelfD_01_visual.DAE\n'}
[0.119081] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_warehouse_ShelfD_01/meshes/aws_robomaker_warehouse_ShelfD_01_collision.DAE\n'}
[0.119110] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_warehouse_Lamp_01\n'}
[0.119139] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_warehouse_Lamp_01/materials\n'}
[0.119168] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_warehouse_Lamp_01/materials/textures\n'}
[0.119196] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_warehouse_Lamp_01/materials/textures/aws_robomaker_warehouse_Lamp_01.png\n'}
[0.119280] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_warehouse_Lamp_01/model.config\n'}
[0.119311] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_warehouse_Lamp_01/model.sdf\n'}
[0.119342] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_warehouse_Lamp_01/meshes\n'}
[0.119373] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_warehouse_Lamp_01/meshes/aws_robomaker_warehouse_Lamp_01_visual.DAE\n'}
[0.119404] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_warehouse_Lamp_01/meshes/aws_robomaker_warehouse_Lamp_01_collision.DAE\n'}
[0.119435] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_Refrigerator_01\n'}
[0.119464] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_Refrigerator_01/materials\n'}
[0.119495] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_Refrigerator_01/materials/textures\n'}
[0.119624] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_Refrigerator_01/materials/textures/aws_Refrigerator_01.png\n'}
[0.119655] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_Refrigerator_01/materials/textures/aws_Refrigerator_02.png\n'}
[0.119689] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_Refrigerator_01/model.config\n'}
[0.119724] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_Refrigerator_01/model.sdf\n'}
[0.119753] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_Refrigerator_01/meshes\n'}
[0.119782] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_Refrigerator_01/meshes/aws_Refrigerator_01.DAE\n'}
[0.119811] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_Refrigerator_01/meshes/aws_Refrigerator_01_visual.DAE\n'}
[0.119840] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_Refrigerator_01/meshes/aws_Refrigerator_01_collision.DAE\n'}
[0.119871] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_warehouse_TrashCanC_01\n'}
[0.119899] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_warehouse_TrashCanC_01/materials\n'}
[0.119928] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_warehouse_TrashCanC_01/materials/textures\n'}
[0.119957] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_warehouse_TrashCanC_01/materials/textures/aws_robomaker_warehouse_TrashCanC_01.png\n'}
[0.119986] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_warehouse_TrashCanC_01/model.config\n'}
[0.120013] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_warehouse_TrashCanC_01/model.sdf\n'}
[0.120143] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_warehouse_TrashCanC_01/meshes\n'}
[0.120375] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_warehouse_TrashCanC_01/meshes/aws_robomaker_warehouse_TrashCanC_01_visual.DAE\n'}
[0.120406] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_warehouse_TrashCanC_01/meshes/aws_robomaker_warehouse_TrashCanC_01_collision.DAE\n'}
[0.120437] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_Quilt_01\n'}
[0.120466] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_Quilt_01/materials\n'}
[0.120495] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_Quilt_01/materials/textures\n'}
[0.120612] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_Quilt_01/materials/textures/aws_Quilt_01.png\n'}
[0.120642] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_Quilt_01/model.config\n'}
[0.120670] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_Quilt_01/model.sdf\n'}
[0.120703] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_Quilt_01/meshes\n'}
[0.120732] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_Quilt_01/meshes/aws_Quilt_01_visual.DAE\n'}
[0.120759] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_Quilt_01/meshes/aws_Quilt_01_collision.DAE\n'}
[0.120814] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/coke_can\n'}
[0.120842] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/coke_can/model-1_2.sdf\n'}
[0.120871] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/coke_can/materials\n'}
[0.120900] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/coke_can/materials/textures\n'}
[0.120932] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/coke_can/materials/textures/coke_can.png\n'}
[0.120960] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/coke_can/model-1_3.sdf\n'}
[0.120989] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/coke_can/model.config\n'}
[0.121017] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/coke_can/model.sdf\n'}
[0.121045] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/coke_can/meshes\n'}
[0.121073] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/coke_can/meshes/coke_can.dae\n'}
[0.121101] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/coke_can/model-1_4.sdf\n'}
[0.121129] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_ReadingDesk_01\n'}
[0.121158] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_ReadingDesk_01/materials\n'}
[0.121186] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_ReadingDesk_01/materials/textures\n'}
[0.121216] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_ReadingDesk_01/materials/textures/aws_ReadingDesk_01.png\n'}
[0.121246] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_ReadingDesk_01/model.config\n'}
[0.121273] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_ReadingDesk_01/model.sdf\n'}
[0.121301] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_ReadingDesk_01/meshes\n'}
[0.121329] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_ReadingDesk_01/meshes/aws_ReadingDesk_01_collision.DAE\n'}
[0.121357] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_ReadingDesk_01/meshes/aws_ReadingDesk_01_visual.DAE\n'}
[0.121387] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_PortraitA_02\n'}
[0.121415] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_PortraitA_02/materials\n'}
[0.121475] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_PortraitA_02/materials/textures\n'}
[0.121546] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_PortraitA_02/materials/textures/aws_PortraitA_01.png\n'}
[0.121587] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_PortraitA_02/materials/textures/PortraitA_02.jpg\n'}
[0.121613] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_PortraitA_02/materials/textures/aws_PortraitA_02.png\n'}
[0.121638] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_PortraitA_02/model.config\n'}
[0.121663] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_PortraitA_02/model.sdf\n'}
[0.121689] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_PortraitA_02/meshes\n'}
[0.121717] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_PortraitA_02/meshes/aws_PortraitA_01_collision.DAE\n'}
[0.121741] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_PortraitA_02/meshes/aws_PortraitA_01_visual.DAE\n'}
[0.121766] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_AirconditionerB_01\n'}
[0.121791] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_AirconditionerB_01/materials\n'}
[0.121817] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_AirconditionerB_01/materials/textures\n'}
[0.121845] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_AirconditionerB_01/materials/textures/aws_AirconditionerB_01.png\n'}
[0.121870] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_AirconditionerB_01/model.config\n'}
[0.121894] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_AirconditionerB_01/model.sdf\n'}
[0.121921] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_AirconditionerB_01/meshes\n'}
[0.121945] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_AirconditionerB_01/meshes/aws_AirconditionerB_01_visual.DAE\n'}
[0.121971] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_AirconditionerB_01/meshes/aws_AirconditionerB_01_collision.DAE\n'}
